loan_id,customer_id,loan_type,loan_amount
LOAN015731,CUST011760,CAR,3543865
LOAN015732,CUST093275,BUSINESS,4041330
LOAN015733,CUST003730,PERSONAL,1498856
LOAN015734,CUST065261,PERSONAL,4808057
LOAN015735,CUST025058,CAR,1106658
LOAN015736,CUST042545,PERSONAL,2145395
LOAN015737,CUST075014,HOME,3014492
LOAN015738,CUST046044,BUSINESS,1516496
LOAN015739,CUST069234,PERSONAL,4408904
LOAN015740,CUST010276,PERSONAL,2632974
LOAN015741,CUST038519,CAR,771543
LOAN015742,CUST075579,HOME,1926344
LOAN015743,CUST080493,CAR,1987433
LOAN015744,CUST068113,CAR,707115
LOAN015745,CUST022505,BUSINESS,807309
LOAN015746,CUST021978,PERSONAL,4033358
LOAN015747,CUST076500,CAR,4206598
LOAN015748,CUST097719,PERSONAL,725790
LOAN015749,CUST073625,PERSONAL,3235970
LOAN015750,CUST027144,PERSONAL,3545789
LOAN015751,CUST008084,BUSINESS,1058430
LOAN015752,CUST082580,PERSONAL,3602537
LOAN015753,CUST066071,BUSINESS,204560
LOAN015754,CUST032752,HOME,3564285
LOAN015755,CUST041753,CAR,149813
LOAN015756,CUST076937,PERSONAL,343581
LOAN015757,CUST010663,PERSONAL,4294641
LOAN015758,CUST037239,BUSINESS,3558841
LOAN015759,CUST084466,BUSINESS,1553430
LOAN015760,CUST084869,CAR,2630485
LOAN015761,CUST047298,HOME,4914848
LOAN015762,CUST011538,CAR,1947348
LOAN015763,CUST055745,BUSINESS,2226232
LOAN015764,CUST007450,CAR,1674877
LOAN015765,CUST074662,PERSONAL,269075
LOAN015766,CUST092375,CAR,4351297
LOAN015767,CUST053915,BUSINESS,703412
LOAN015768,CUST041143,BUSINESS,2590096
LOAN015769,CUST084323,BUSINESS,151476
LOAN015770,CUST048393,CAR,4205913
LOAN015771,CUST032981,PERSONAL,4996868
LOAN015772,CUST013802,CAR,831615
LOAN015773,CUST090338,HOME,4829007
LOAN015774,CUST065567,BUSINESS,3004869
LOAN015775,CUST050005,PERSONAL,716549
LOAN015776,CUST003481,BUSINESS,4979281
LOAN015777,CUST077827,PERSONAL,1474804
LOAN015778,CUST061696,BUSINESS,2070902
LOAN015779,CUST008414,CAR,2196106
LOAN015780,CUST052818,HOME,1948554
LOAN015781,CUST028953,BUSINESS,1089363
LOAN015782,CUST071513,CAR,141026
LOAN015783,CUST037033,PERSONAL,2250334
LOAN015784,CUST067322,PERSONAL,1092041
LOAN015785,CUST088259,PERSONAL,4091881
LOAN015786,CUST028363,PERSONAL,2677993
LOAN015787,CUST061520,PERSONAL,3579971
LOAN015788,CUST000078,CAR,4859037
LOAN015789,CUST082596,BUSINESS,4520400
LOAN015790,CUST091889,CAR,1218458
LOAN015791,CUST054041,HOME,1677329
LOAN015792,CUST020736,PERSONAL,3981774
LOAN015793,CUST029870,HOME,4603158
LOAN015794,CUST049184,CAR,3646143
LOAN015795,CUST015479,PERSONAL,4335367
LOAN015796,CUST084761,HOME,3139902
LOAN015797,CUST033386,PERSONAL,3526656
LOAN015798,CUST045759,CAR,3248931
LOAN015799,CUST053908,CAR,2976590
LOAN015800,CUST065977,CAR,3540584
LOAN015801,CUST062853,BUSINESS,1994545
LOAN015802,CUST030884,HOME,1611410
LOAN015803,CUST045013,HOME,3246187
LOAN015804,CUST092360,HOME,430143
LOAN015805,CUST057976,PERSONAL,1125712
LOAN015806,CUST085121,HOME,1986607
LOAN015807,CUST024492,HOME,4523334
LOAN015808,CUST018805,HOME,3714506
LOAN015809,CUST079271,PERSONAL,1782324
LOAN015810,CUST012942,CAR,2261834
LOAN015811,CUST096781,BUSINESS,2181453
LOAN015812,CUST081660,HOME,4025019
LOAN015813,CUST006982,BUSINESS,396879
LOAN015814,CUST090075,BUSINESS,2138142
LOAN015815,CUST020511,CAR,3123640
LOAN015816,CUST096806,PERSONAL,3215490
LOAN015817,CUST005028,PERSONAL,2362663
LOAN015818,CUST052721,BUSINESS,1621201
LOAN015819,CUST083296,CAR,1546768
LOAN015820,CUST089930,CAR,3588070
LOAN015821,CUST022531,CAR,4263857
LOAN015822,CUST022028,PERSONAL,1827530
LOAN015823,CUST096343,CAR,385571
LOAN015824,CUST002405,HOME,4804736
LOAN015825,CUST030070,HOME,2375387
LOAN015826,CUST051966,CAR,4986476
LOAN015827,CUST002968,PERSONAL,974303
LOAN015828,CUST033860,CAR,1316194
LOAN015829,CUST097948,CAR,3672081
LOAN015830,CUST002804,PERSONAL,1887268
LOAN015831,CUST057060,BUSINESS,692607
LOAN015832,CUST038634,PERSONAL,207118
LOAN015833,CUST045524,PERSONAL,2521183
LOAN015834,CUST086829,CAR,1499435
LOAN015835,CUST003263,CAR,552034
LOAN015836,CUST037493,HOME,604855
LOAN015837,CUST046360,HOME,1875164
LOAN015838,CUST058472,PERSONAL,2316838
LOAN015839,CUST057968,PERSONAL,3343055
LOAN015840,CUST057660,PERSONAL,1766800
LOAN015841,CUST095739,CAR,2954795
LOAN015842,CUST084434,BUSINESS,2556459
LOAN015843,CUST090808,CAR,3358814
LOAN015844,CUST017036,CAR,2356317
LOAN015845,CUST085386,CAR,4044261
LOAN015846,CUST087558,PERSONAL,829000
LOAN015847,CUST020558,PERSONAL,2834466
LOAN015848,CUST097131,BUSINESS,2247308
LOAN015849,CUST092544,BUSINESS,2731402
LOAN015850,CUST060702,HOME,1122174
LOAN015851,CUST032122,CAR,921997
LOAN015852,CUST068830,BUSINESS,349534
LOAN015853,CUST028337,BUSINESS,4629081
LOAN015854,CUST023783,CAR,2494304
LOAN015855,CUST072144,PERSONAL,3328613
LOAN015856,CUST089331,PERSONAL,4089755
LOAN015857,CUST003051,PERSONAL,4222415
LOAN015858,CUST062099,BUSINESS,2479425
LOAN015859,CUST001480,CAR,1290619
LOAN015860,CUST069870,HOME,4413538
LOAN015861,CUST028944,BUSINESS,1295079
LOAN015862,CUST041094,PERSONAL,316809
LOAN015863,CUST009420,HOME,512769
LOAN015864,CUST007402,HOME,1298153
LOAN015865,CUST042875,CAR,759511
LOAN015866,CUST052210,HOME,1188572
LOAN015867,CUST057370,BUSINESS,1053837
LOAN015868,CUST080537,PERSONAL,1894365
LOAN015869,CUST033504,CAR,2762788
LOAN015870,CUST034233,CAR,1579281
LOAN015871,CUST054957,HOME,3276328
LOAN015872,CUST057391,HOME,4501132
LOAN015873,CUST068066,CAR,4336764
LOAN015874,CUST008562,PERSONAL,523000
LOAN015875,CUST061421,PERSONAL,3522395
LOAN015876,CUST012610,BUSINESS,3547700
LOAN015877,CUST083516,HOME,2665765
LOAN015878,CUST060102,CAR,2606161
LOAN015879,CUST088277,BUSINESS,4983705
LOAN015880,CUST076076,PERSONAL,2070727
LOAN015881,CUST067961,CAR,3646954
LOAN015882,CUST079443,HOME,1606207
LOAN015883,CUST044517,HOME,847038
LOAN015884,CUST012767,HOME,3214458
LOAN015885,CUST089238,CAR,4170042
LOAN015886,CUST065366,CAR,696293
LOAN015887,CUST019963,HOME,4979380
LOAN015888,CUST024146,CAR,686186
LOAN015889,CUST079013,BUSINESS,3350692
LOAN015890,CUST036893,CAR,4260370
LOAN015891,CUST069370,CAR,1867901
LOAN015892,CUST047672,BUSINESS,2417398
LOAN015893,CUST065526,PERSONAL,294671
LOAN015894,CUST023441,BUSINESS,3612366
LOAN015895,CUST071796,CAR,143820
LOAN015896,CUST023603,CAR,4984812
LOAN015897,CUST090873,PERSONAL,4797132
LOAN015898,CUST005900,HOME,4235193
LOAN015899,CUST029730,CAR,1587879
LOAN015900,CUST011771,CAR,2171164
LOAN015901,CUST013109,PERSONAL,1574117
LOAN015902,CUST064424,HOME,3534226
LOAN015903,CUST019589,PERSONAL,3858711
LOAN015904,CUST045692,PERSONAL,1060551
LOAN015905,CUST011589,HOME,3788458
LOAN015906,CUST092891,HOME,3820976
LOAN015907,CUST022585,BUSINESS,3826918
LOAN015908,CUST094732,HOME,861330
LOAN015909,CUST019351,HOME,2085150
LOAN015910,CUST054241,BUSINESS,1690801
LOAN015911,CUST073032,HOME,2151955
LOAN015912,CUST015486,PERSONAL,2124864
LOAN015913,CUST074937,CAR,4666139
LOAN015914,CUST051964,BUSINESS,1271145
LOAN015915,CUST052927,HOME,1935857
LOAN015916,CUST072161,HOME,2389975
LOAN015917,CUST077791,BUSINESS,4410210
LOAN015918,CUST020283,PERSONAL,1007515
LOAN015919,CUST064803,BUSINESS,4483584
LOAN015920,CUST085381,PERSONAL,2459928
LOAN015921,CUST062693,BUSINESS,2453340
LOAN015922,CUST031801,CAR,1940627
LOAN015923,CUST094167,HOME,1990716
LOAN015924,CUST058211,CAR,919651
LOAN015925,CUST091277,PERSONAL,3235739
LOAN015926,CUST016753,PERSONAL,3831698
LOAN015927,CUST081876,HOME,2020774
LOAN015928,CUST007831,HOME,973895
LOAN015929,CUST035980,BUSINESS,3250684
LOAN015930,CUST024236,HOME,4254002
LOAN015931,CUST024670,CAR,3565028
LOAN015932,CUST030148,BUSINESS,2021475
LOAN015933,CUST089638,CAR,1548799
LOAN015934,CUST008362,PERSONAL,2862077
LOAN015935,CUST074471,CAR,2616863
LOAN015936,CUST069524,BUSINESS,1827937
LOAN015937,CUST039021,BUSINESS,1941884
LOAN015938,CUST083071,CAR,3363047
LOAN015939,CUST087971,HOME,3592231
LOAN015940,CUST080787,HOME,4450467
LOAN015941,CUST089512,BUSINESS,3661617
LOAN015942,CUST045549,CAR,3587870
LOAN015943,CUST072733,CAR,244740
LOAN015944,CUST037149,CAR,370217
LOAN015945,CUST068917,BUSINESS,4954661
LOAN015946,CUST086887,BUSINESS,2288379
LOAN015947,CUST047487,BUSINESS,2902910
LOAN015948,CUST085649,PERSONAL,1436719
LOAN015949,CUST092612,BUSINESS,672805
LOAN015950,CUST001242,CAR,2052833
LOAN015951,CUST054719,HOME,423483
LOAN015952,CUST008938,PERSONAL,2686955
LOAN015953,CUST088554,PERSONAL,2388893
LOAN015954,CUST079867,CAR,888010
LOAN015955,CUST044948,CAR,968101
LOAN015956,CUST031488,HOME,3589157
LOAN015957,CUST093005,CAR,3296321
LOAN015958,CUST031227,HOME,3214526
LOAN015959,CUST020521,HOME,1424491
LOAN015960,CUST088049,BUSINESS,1794503
LOAN015961,CUST095413,HOME,3401584
LOAN015962,CUST011063,BUSINESS,2359100
LOAN015963,CUST016874,PERSONAL,3225705
LOAN015964,CUST092264,CAR,4760324
LOAN015965,CUST036628,HOME,1153056
LOAN015966,CUST006540,CAR,716652
LOAN015967,CUST069385,CAR,4470840
LOAN015968,CUST003494,PERSONAL,3000611
LOAN015969,CUST040964,HOME,2269147
LOAN015970,CUST074700,BUSINESS,3057845
LOAN015971,CUST079734,HOME,2857551
LOAN015972,CUST064016,HOME,4381356
LOAN015973,CUST040523,HOME,2619756
LOAN015974,CUST016470,HOME,2162116
LOAN015975,CUST020197,PERSONAL,4608389
LOAN015976,CUST047423,PERSONAL,1134653
LOAN015977,CUST000434,HOME,735539
LOAN015978,CUST060703,PERSONAL,719574
LOAN015979,CUST044620,CAR,4686716
LOAN015980,CUST095032,BUSINESS,3298231
LOAN015981,CUST064645,HOME,575243
LOAN015982,CUST032576,PERSONAL,1926540
LOAN015983,CUST010138,HOME,2798141
LOAN015984,CUST008717,BUSINESS,403010
LOAN015985,CUST071248,HOME,4608400
LOAN015986,CUST096632,PERSONAL,3130860
LOAN015987,CUST087102,CAR,700739
LOAN015988,CUST080866,BUSINESS,3796741
LOAN015989,CUST081651,HOME,3856078
LOAN015990,CUST008420,BUSINESS,286155
LOAN015991,CUST083807,CAR,4988299
LOAN015992,CUST034863,BUSINESS,498450
LOAN015993,CUST026712,PERSONAL,399642
LOAN015994,CUST007741,CAR,4661977
LOAN015995,CUST051467,BUSINESS,1298497
LOAN015996,CUST099781,BUSINESS,905535
LOAN015997,CUST032905,BUSINESS,1934062
LOAN015998,CUST003923,CAR,4251830
LOAN015999,CUST040913,HOME,218140
LOAN016000,CUST088285,HOME,905414
LOAN016001,CUST063256,PERSONAL,3422783
LOAN016002,CUST083814,CAR,3222181
LOAN016003,CUST058259,PERSONAL,637878
LOAN016004,CUST080223,HOME,713990
LOAN016005,CUST050031,HOME,820151
LOAN016006,CUST095940,HOME,2985481
LOAN016007,CUST040857,CAR,1420087
LOAN016008,CUST030917,CAR,1159495
LOAN016009,CUST004904,HOME,1387996
LOAN016010,CUST097186,PERSONAL,3037728
LOAN016011,CUST085506,PERSONAL,4866057
LOAN016012,CUST084479,HOME,3039457
LOAN016013,CUST077136,CAR,2134124
LOAN016014,CUST086544,BUSINESS,865828
LOAN016015,CUST039687,BUSINESS,1912654
LOAN016016,CUST081646,PERSONAL,3673590
LOAN016017,CUST040672,PERSONAL,551169
LOAN016018,CUST074851,BUSINESS,1243372
LOAN016019,CUST026142,CAR,3576000
LOAN016020,CUST009916,BUSINESS,557406
LOAN016021,CUST034142,PERSONAL,4166336
LOAN016022,CUST052489,HOME,890085
LOAN016023,CUST012142,BUSINESS,2704153
LOAN016024,CUST012956,BUSINESS,868536
LOAN016025,CUST021482,HOME,4345196
LOAN016026,CUST018905,PERSONAL,4273019
LOAN016027,CUST071209,HOME,1192562
LOAN016028,CUST033229,HOME,2168680
LOAN016029,CUST038931,PERSONAL,2250052
LOAN016030,CUST085563,CAR,1863797
LOAN016031,CUST020986,BUSINESS,1174954
LOAN016032,CUST076160,BUSINESS,989918
LOAN016033,CUST005140,BUSINESS,4342023
LOAN016034,CUST089921,HOME,2762451
LOAN016035,CUST074378,BUSINESS,602927
LOAN016036,CUST042607,CAR,750413
LOAN016037,CUST043392,CAR,2206250
LOAN016038,CUST074202,CAR,4025933
LOAN016039,CUST009105,BUSINESS,4799626
LOAN016040,CUST081434,BUSINESS,2592563
LOAN016041,CUST006437,PERSONAL,1429536
LOAN016042,CUST060447,BUSINESS,1500323
LOAN016043,CUST072902,BUSINESS,2694660
LOAN016044,CUST073037,HOME,4272450
LOAN016045,CUST049552,CAR,4644155
LOAN016046,CUST022713,PERSONAL,4714180
LOAN016047,CUST088261,HOME,2470606
LOAN016048,CUST096625,PERSONAL,3670731
LOAN016049,CUST057495,CAR,2911214
LOAN016050,CUST084045,HOME,1566375
LOAN016051,CUST083308,PERSONAL,4005100
LOAN016052,CUST067316,CAR,4113473
LOAN016053,CUST006865,HOME,459528
LOAN016054,CUST016870,HOME,4905120
LOAN016055,CUST074101,BUSINESS,285627
LOAN016056,CUST094726,PERSONAL,3283892
LOAN016057,CUST094791,HOME,4222132
LOAN016058,CUST013107,CAR,1092980
LOAN016059,CUST095353,PERSONAL,2110715
LOAN016060,CUST058150,BUSINESS,4215837
LOAN016061,CUST043417,CAR,3215399
LOAN016062,CUST051668,HOME,1575378
LOAN016063,CUST089271,BUSINESS,4951900
LOAN016064,CUST019720,HOME,3647217
LOAN016065,CUST011493,BUSINESS,187391
LOAN016066,CUST031632,HOME,4792572
LOAN016067,CUST068868,BUSINESS,642009
LOAN016068,CUST045384,BUSINESS,449301
LOAN016069,CUST005279,HOME,4488209
LOAN016070,CUST022318,HOME,4299073
LOAN016071,CUST016853,PERSONAL,4036135
LOAN016072,CUST045410,PERSONAL,746345
LOAN016073,CUST094436,BUSINESS,1114032
LOAN016074,CUST089448,CAR,3771784
LOAN016075,CUST018495,CAR,4081473
LOAN016076,CUST099773,PERSONAL,2930832
LOAN016077,CUST027983,PERSONAL,4965859
LOAN016078,CUST080902,HOME,4039118
LOAN016079,CUST013534,CAR,2624375
LOAN016080,CUST041077,BUSINESS,1968830
LOAN016081,CUST025311,HOME,3937785
LOAN016082,CUST041300,BUSINESS,4444244
LOAN016083,CUST003831,BUSINESS,2720570
LOAN016084,CUST056006,PERSONAL,2563607
LOAN016085,CUST094687,CAR,4365081
LOAN016086,CUST062058,PERSONAL,2282345
LOAN016087,CUST043691,CAR,4881312
LOAN016088,CUST036306,PERSONAL,2933369
LOAN016089,CUST049751,BUSINESS,2064306
LOAN016090,CUST076046,BUSINESS,2076645
LOAN016091,CUST059025,BUSINESS,1435787
LOAN016092,CUST011263,CAR,2935969
LOAN016093,CUST012658,PERSONAL,2153874
LOAN016094,CUST011765,HOME,3643502
LOAN016095,CUST008772,HOME,4414260
LOAN016096,CUST042911,PERSONAL,4236921
LOAN016097,CUST046506,BUSINESS,3311968
LOAN016098,CUST011433,PERSONAL,3260168
LOAN016099,CUST059777,HOME,4352564
LOAN016100,CUST059194,PERSONAL,611393
LOAN016101,CUST042229,HOME,3901674
LOAN016102,CUST067063,HOME,4640341
LOAN016103,CUST019382,CAR,4976667
LOAN016104,CUST084059,CAR,549682
LOAN016105,CUST049129,HOME,991045
LOAN016106,CUST038317,CAR,2069286
LOAN016107,CUST040417,PERSONAL,2714412
LOAN016108,CUST030843,BUSINESS,2607630
LOAN016109,CUST072363,HOME,1111931
LOAN016110,CUST046121,HOME,3152910
LOAN016111,CUST095971,CAR,1392230
LOAN016112,CUST037099,CAR,3089154
LOAN016113,CUST076696,HOME,3181405
LOAN016114,CUST010660,BUSINESS,1944193
LOAN016115,CUST027474,BUSINESS,4426473
LOAN016116,CUST020703,PERSONAL,4108662
LOAN016117,CUST043122,PERSONAL,4592018
LOAN016118,CUST061556,PERSONAL,496627
LOAN016119,CUST024629,BUSINESS,2305943
LOAN016120,CUST017384,BUSINESS,3506721
LOAN016121,CUST006332,PERSONAL,2727516
LOAN016122,CUST013854,CAR,1172715
LOAN016123,CUST076498,CAR,3319415
LOAN016124,CUST021201,CAR,1241027
LOAN016125,CUST035751,BUSINESS,3707186
LOAN016126,CUST033417,HOME,4906564
LOAN016127,CUST034931,CAR,2460337
LOAN016128,CUST030856,HOME,501976
LOAN016129,CUST078952,HOME,1311813
LOAN016130,CUST078751,CAR,4936234
LOAN016131,CUST011706,PERSONAL,2230009
LOAN016132,CUST006966,PERSONAL,840721
LOAN016133,CUST008213,BUSINESS,501936
LOAN016134,CUST090116,PERSONAL,2986082
LOAN016135,CUST076287,CAR,1876144
LOAN016136,CUST079739,HOME,4321180
LOAN016137,CUST057380,BUSINESS,444213
LOAN016138,CUST042674,CAR,1286032
LOAN016139,CUST077537,PERSONAL,2453049
LOAN016140,CUST047268,PERSONAL,1814807
LOAN016141,CUST087788,CAR,1099095
LOAN016142,CUST066646,BUSINESS,2754654
LOAN016143,CUST080687,BUSINESS,1381649
LOAN016144,CUST017987,PERSONAL,621051
LOAN016145,CUST034520,HOME,4834849
LOAN016146,CUST016891,HOME,855607
LOAN016147,CUST072717,CAR,2521719
LOAN016148,CUST001008,PERSONAL,4766556
LOAN016149,CUST078607,BUSINESS,1934785
LOAN016150,CUST093143,PERSONAL,569342
LOAN016151,CUST045194,HOME,2760346
LOAN016152,CUST068898,CAR,532356
LOAN016153,CUST021352,HOME,832196
LOAN016154,CUST033182,CAR,4460084
LOAN016155,CUST042881,HOME,3091705
LOAN016156,CUST091112,PERSONAL,2618823
LOAN016157,CUST016960,PERSONAL,1680966
LOAN016158,CUST096054,BUSINESS,1078375
LOAN016159,CUST079929,BUSINESS,4590014
LOAN016160,CUST000983,BUSINESS,3844067
LOAN016161,CUST089244,PERSONAL,336809
LOAN016162,CUST068734,HOME,2527040
LOAN016163,CUST080716,CAR,3855464
LOAN016164,CUST058538,PERSONAL,943820
LOAN016165,CUST095208,CAR,3226291
LOAN016166,CUST076471,BUSINESS,1041025
LOAN016167,CUST013312,BUSINESS,4903536
LOAN016168,CUST057433,CAR,1365586
LOAN016169,CUST036127,PERSONAL,2327111
LOAN016170,CUST042333,BUSINESS,4479094
LOAN016171,CUST088508,HOME,1617722
LOAN016172,CUST040660,PERSONAL,2548761
LOAN016173,CUST095247,CAR,4955940
LOAN016174,CUST072387,HOME,4921070
LOAN016175,CUST083574,PERSONAL,3291434
LOAN016176,CUST096931,PERSONAL,608519
LOAN016177,CUST017763,PERSONAL,4262285
LOAN016178,CUST026526,HOME,3461879
LOAN016179,CUST082049,HOME,544046
LOAN016180,CUST060366,HOME,179793
LOAN016181,CUST090726,BUSINESS,1546032
LOAN016182,CUST053374,BUSINESS,3196673
LOAN016183,CUST055969,CAR,186477
LOAN016184,CUST042732,CAR,3179017
LOAN016185,CUST070707,PERSONAL,2820527
LOAN016186,CUST089521,HOME,4274121
LOAN016187,CUST003296,CAR,4967289
LOAN016188,CUST000101,CAR,4198082
LOAN016189,CUST062693,BUSINESS,3791038
LOAN016190,CUST044229,PERSONAL,2861101
LOAN016191,CUST092263,BUSINESS,528585
LOAN016192,CUST008443,CAR,3597258
LOAN016193,CUST003854,CAR,981935
LOAN016194,CUST007243,HOME,2678232
LOAN016195,CUST005316,HOME,3262634
LOAN016196,CUST048696,BUSINESS,3646126
LOAN016197,CUST057898,HOME,3106596
LOAN016198,CUST007833,PERSONAL,1989430
LOAN016199,CUST097452,PERSONAL,2669267
LOAN016200,CUST027264,BUSINESS,1949512
LOAN016201,CUST021093,PERSONAL,4581479
LOAN016202,CUST098477,PERSONAL,4349631
LOAN016203,CUST014122,BUSINESS,2062597
LOAN016204,CUST092622,PERSONAL,902985
LOAN016205,CUST088193,HOME,3451640
LOAN016206,CUST082436,BUSINESS,2099354
LOAN016207,CUST039423,BUSINESS,2250272
LOAN016208,CUST048619,CAR,236632
LOAN016209,CUST041059,PERSONAL,1612506
LOAN016210,CUST083881,BUSINESS,3374597
LOAN016211,CUST022934,PERSONAL,1652310
LOAN016212,CUST041667,HOME,152665
LOAN016213,CUST070255,PERSONAL,1961890
LOAN016214,CUST034140,HOME,4092280
LOAN016215,CUST087082,PERSONAL,1385670
LOAN016216,CUST000010,CAR,2273681
LOAN016217,CUST058975,BUSINESS,2439496
LOAN016218,CUST049023,BUSINESS,163832
LOAN016219,CUST071267,HOME,2788435
LOAN016220,CUST089440,PERSONAL,2738366
LOAN016221,CUST007232,BUSINESS,3942838
LOAN016222,CUST053392,HOME,1206033
LOAN016223,CUST096931,PERSONAL,3509122
LOAN016224,CUST014650,PERSONAL,2320100
LOAN016225,CUST090163,BUSINESS,3110483
LOAN016226,CUST062017,BUSINESS,1625736
LOAN016227,CUST026577,BUSINESS,3427902
LOAN016228,CUST090434,PERSONAL,512569
LOAN016229,CUST014328,HOME,4936460
LOAN016230,CUST051168,PERSONAL,1708656
LOAN016231,CUST095824,BUSINESS,3540775
LOAN016232,CUST029693,CAR,621140
LOAN016233,CUST040785,HOME,4503855
LOAN016234,CUST026130,CAR,482019
LOAN016235,CUST088572,PERSONAL,3765755
LOAN016236,CUST046590,CAR,2733246
LOAN016237,CUST010096,BUSINESS,4929582
LOAN016238,CUST078133,HOME,3731055
LOAN016239,CUST090861,CAR,3307719
LOAN016240,CUST008905,CAR,3036496
LOAN016241,CUST028558,CAR,3702575
LOAN016242,CUST099823,BUSINESS,2180769
LOAN016243,CUST018974,CAR,2064178
LOAN016244,CUST058060,CAR,4291671
LOAN016245,CUST042989,CAR,3681328
LOAN016246,CUST021136,CAR,2283520
LOAN016247,CUST045350,CAR,3067084
LOAN016248,CUST051619,PERSONAL,1708834
LOAN016249,CUST067101,BUSINESS,3109045
LOAN016250,CUST050480,BUSINESS,145174
LOAN016251,CUST031725,BUSINESS,2866036
LOAN016252,CUST060832,PERSONAL,2149740
LOAN016253,CUST017325,PERSONAL,723627
LOAN016254,CUST089715,HOME,3851357
LOAN016255,CUST036223,CAR,3458136
LOAN016256,CUST053130,HOME,1278939
LOAN016257,CUST038927,HOME,2515251
LOAN016258,CUST067314,BUSINESS,2558986
LOAN016259,CUST088190,CAR,1540811
LOAN016260,CUST067581,CAR,2370122
LOAN016261,CUST053721,PERSONAL,326079
LOAN016262,CUST017519,BUSINESS,3087332
LOAN016263,CUST016542,HOME,2397646
LOAN016264,CUST059691,CAR,2261824
LOAN016265,CUST077478,CAR,1662664
LOAN016266,CUST094297,BUSINESS,4630973
LOAN016267,CUST093577,CAR,334488
LOAN016268,CUST092228,PERSONAL,3746437
LOAN016269,CUST079935,PERSONAL,2345250
LOAN016270,CUST048308,HOME,3670452
LOAN016271,CUST052229,PERSONAL,1156906
LOAN016272,CUST045299,PERSONAL,1816787
LOAN016273,CUST069196,HOME,3021186
LOAN016274,CUST092641,BUSINESS,755356
LOAN016275,CUST067965,PERSONAL,648946
LOAN016276,CUST047999,CAR,2811556
LOAN016277,CUST037595,HOME,3812573
LOAN016278,CUST014664,HOME,3624745
LOAN016279,CUST039045,HOME,725091
LOAN016280,CUST022164,CAR,730917
LOAN016281,CUST078064,CAR,3167357
LOAN016282,CUST025322,PERSONAL,581061
LOAN016283,CUST097680,PERSONAL,3423411
LOAN016284,CUST085086,HOME,4014640
LOAN016285,CUST010159,PERSONAL,2778477
LOAN016286,CUST078418,HOME,4001167
LOAN016287,CUST064949,PERSONAL,4749370
LOAN016288,CUST046469,BUSINESS,1581068
LOAN016289,CUST080005,BUSINESS,3488342
LOAN016290,CUST046023,HOME,1373190
LOAN016291,CUST024673,CAR,4383349
LOAN016292,CUST076156,PERSONAL,3917472
LOAN016293,CUST079581,BUSINESS,3077282
LOAN016294,CUST091527,BUSINESS,347130
LOAN016295,CUST094761,HOME,4410225
LOAN016296,CUST008821,HOME,3206087
LOAN016297,CUST093451,HOME,1941028
LOAN016298,CUST064052,CAR,4805336
LOAN016299,CUST026744,BUSINESS,1337179
LOAN016300,CUST072696,CAR,2261163
LOAN016301,CUST028402,CAR,1389339
LOAN016302,CUST084645,PERSONAL,810279
LOAN016303,CUST063126,PERSONAL,4903193
LOAN016304,CUST062593,HOME,3964807
LOAN016305,CUST016145,BUSINESS,1037207
LOAN016306,CUST003878,HOME,3464418
LOAN016307,CUST007180,HOME,3906474
LOAN016308,CUST084516,CAR,2073270
LOAN016309,CUST098765,HOME,4939145
LOAN016310,CUST053926,PERSONAL,2689669
LOAN016311,CUST057616,CAR,4580966
LOAN016312,CUST047693,BUSINESS,238432
LOAN016313,CUST024365,CAR,3373011
LOAN016314,CUST093693,CAR,1872707
LOAN016315,CUST000929,CAR,1566376
LOAN016316,CUST065494,HOME,3346210
LOAN016317,CUST007837,PERSONAL,118692
LOAN016318,CUST019109,CAR,372864
LOAN016319,CUST079243,BUSINESS,3685693
LOAN016320,CUST096508,CAR,2022941
LOAN016321,CUST031896,HOME,3522568
LOAN016322,CUST029903,PERSONAL,1644725
LOAN016323,CUST009695,CAR,3538063
LOAN016324,CUST099788,HOME,1681737
LOAN016325,CUST089810,BUSINESS,3990254
LOAN016326,CUST023982,PERSONAL,830045
LOAN016327,CUST068483,CAR,4447345
LOAN016328,CUST076090,BUSINESS,2300477
LOAN016329,CUST001814,CAR,4754707
LOAN016330,CUST059401,CAR,4987461
LOAN016331,CUST042406,BUSINESS,3715359
LOAN016332,CUST075477,HOME,731785
LOAN016333,CUST089914,HOME,599288
LOAN016334,CUST035330,BUSINESS,3612647
LOAN016335,CUST052290,CAR,1681251
LOAN016336,CUST096835,CAR,3909522
LOAN016337,CUST023603,HOME,3497903
LOAN016338,CUST044420,BUSINESS,1798133
LOAN016339,CUST054124,PERSONAL,3745263
LOAN016340,CUST018062,CAR,3394261
LOAN016341,CUST077438,HOME,3108454
LOAN016342,CUST099983,CAR,2615716
LOAN016343,CUST078738,PERSONAL,1928965
LOAN016344,CUST030790,BUSINESS,1254471
LOAN016345,CUST065205,BUSINESS,2701838
LOAN016346,CUST074746,PERSONAL,895358
LOAN016347,CUST049597,CAR,3593609
LOAN016348,CUST006834,PERSONAL,3796834
LOAN016349,CUST028566,PERSONAL,2161311
LOAN016350,CUST049254,CAR,2493899
LOAN016351,CUST073186,CAR,4040590
LOAN016352,CUST055911,CAR,933367
LOAN016353,CUST055481,CAR,4845193
LOAN016354,CUST098669,PERSONAL,4252368
LOAN016355,CUST057155,HOME,1208108
LOAN016356,CUST091546,BUSINESS,2307332
LOAN016357,CUST018433,BUSINESS,3006852
