complaint_id,customer_id,complaint_type,status
COMP005160,CUST073319,LOAN_ISSUE,OPEN
COMP005161,CUST087685,CARD_ISSUE,CLOSED
COMP005162,CUST074384,UPI_ISSUE,CLOSED
COMP005163,CUST072606,FRAUD_ALERT,OPEN
COMP005164,CUST061622,CARD_ISSUE,OPEN
COMP005165,CUST075141,FRAUD_ALERT,CLOSED
COMP005166,CUST062107,UPI_ISSUE,CLOSED
COMP005167,CUST035004,LOAN_ISSUE,OPEN
COMP005168,CUST026335,LOAN_ISSUE,CLOSED
COMP005169,CUST057897,FRAUD_ALERT,CLOSED
COMP005170,CUST099596,LOAN_ISSUE,OPEN
COMP005171,CUST013297,UPI_ISSUE,OPEN
COMP005172,CUST086034,UPI_ISSUE,OPEN
COMP005173,CUST045973,UPI_ISSUE,OPEN
COMP005174,CUST073722,LOAN_ISSUE,CLOSED
COMP005175,CUST062810,FRAUD_ALERT,OPEN
COMP005176,CUST021087,LOAN_ISSUE,OPEN
COMP005177,CUST040093,UPI_ISSUE,CLOSED
COMP005178,CUST012380,CARD_ISSUE,OPEN
COMP005179,CUST055246,CARD_ISSUE,CLOSED
COMP005180,CUST082151,CARD_ISSUE,OPEN
COMP005181,CUST014718,UPI_ISSUE,CLOSED
COMP005182,CUST019019,CARD_ISSUE,OPEN
COMP005183,CUST020424,LOAN_ISSUE,CLOSED
COMP005184,CUST010110,FRAUD_ALERT,OPEN
COMP005185,CUST011336,LOAN_ISSUE,CLOSED
COMP005186,CUST081223,CARD_ISSUE,CLOSED
COMP005187,CUST069471,FRAUD_ALERT,CLOSED
COMP005188,CUST099179,FRAUD_ALERT,OPEN
COMP005189,CUST094689,CARD_ISSUE,CLOSED
COMP005190,CUST095133,CARD_ISSUE,CLOSED
COMP005191,CUST012235,UPI_ISSUE,OPEN
COMP005192,CUST009180,LOAN_ISSUE,OPEN
COMP005193,CUST028981,FRAUD_ALERT,CLOSED
COMP005194,CUST077038,LOAN_ISSUE,OPEN
COMP005195,CUST001362,CARD_ISSUE,OPEN
COMP005196,CUST095341,LOAN_ISSUE,CLOSED
COMP005197,CUST041706,CARD_ISSUE,CLOSED
COMP005198,CUST092955,CARD_ISSUE,OPEN
COMP005199,CUST086652,UPI_ISSUE,OPEN
COMP005200,CUST058938,FRAUD_ALERT,OPEN
COMP005201,CUST003965,FRAUD_ALERT,OPEN
COMP005202,CUST085952,FRAUD_ALERT,OPEN
COMP005203,CUST022334,CARD_ISSUE,CLOSED
COMP005204,CUST032697,LOAN_ISSUE,OPEN
COMP005205,CUST093663,FRAUD_ALERT,OPEN
COMP005206,CUST096565,UPI_ISSUE,CLOSED
COMP005207,CUST012022,UPI_ISSUE,CLOSED
COMP005208,CUST045614,LOAN_ISSUE,OPEN
COMP005209,CUST052719,LOAN_ISSUE,CLOSED
COMP005210,CUST088509,LOAN_ISSUE,OPEN
COMP005211,CUST005376,UPI_ISSUE,CLOSED
COMP005212,CUST064142,CARD_ISSUE,OPEN
COMP005213,CUST051700,LOAN_ISSUE,OPEN
COMP005214,CUST076321,LOAN_ISSUE,OPEN
COMP005215,CUST011615,FRAUD_ALERT,CLOSED
COMP005216,CUST026901,CARD_ISSUE,OPEN
COMP005217,CUST073383,LOAN_ISSUE,CLOSED
COMP005218,CUST067418,CARD_ISSUE,OPEN
COMP005219,CUST093920,UPI_ISSUE,OPEN
COMP005220,CUST066796,LOAN_ISSUE,OPEN
COMP005221,CUST045058,LOAN_ISSUE,OPEN
COMP005222,CUST021310,CARD_ISSUE,OPEN
COMP005223,CUST089727,LOAN_ISSUE,CLOSED
COMP005224,CUST009039,UPI_ISSUE,OPEN
COMP005225,CUST016325,FRAUD_ALERT,CLOSED
COMP005226,CUST012539,FRAUD_ALERT,CLOSED
COMP005227,CUST059910,UPI_ISSUE,CLOSED
COMP005228,CUST019186,FRAUD_ALERT,OPEN
COMP005229,CUST073463,CARD_ISSUE,OPEN
COMP005230,CUST061212,CARD_ISSUE,CLOSED
COMP005231,CUST003678,CARD_ISSUE,OPEN
COMP005232,CUST007139,UPI_ISSUE,OPEN
COMP005233,CUST009643,CARD_ISSUE,CLOSED
COMP005234,CUST043944,UPI_ISSUE,OPEN
COMP005235,CUST033309,UPI_ISSUE,CLOSED
COMP005236,CUST061470,LOAN_ISSUE,CLOSED
COMP005237,CUST072792,LOAN_ISSUE,OPEN
COMP005238,CUST095837,LOAN_ISSUE,OPEN
COMP005239,CUST098934,CARD_ISSUE,OPEN
COMP005240,CUST071849,CARD_ISSUE,OPEN
COMP005241,CUST095286,FRAUD_ALERT,OPEN
COMP005242,CUST038106,LOAN_ISSUE,OPEN
COMP005243,CUST078433,FRAUD_ALERT,CLOSED
COMP005244,CUST039769,CARD_ISSUE,CLOSED
COMP005245,CUST011866,FRAUD_ALERT,OPEN
COMP005246,CUST095476,UPI_ISSUE,CLOSED
COMP005247,CUST050174,UPI_ISSUE,OPEN
COMP005248,CUST083425,UPI_ISSUE,OPEN
COMP005249,CUST036906,CARD_ISSUE,CLOSED
COMP005250,CUST047071,CARD_ISSUE,CLOSED
COMP005251,CUST079624,LOAN_ISSUE,CLOSED
COMP005252,CUST046180,LOAN_ISSUE,CLOSED
COMP005253,CUST027174,FRAUD_ALERT,CLOSED
COMP005254,CUST018948,CARD_ISSUE,OPEN
COMP005255,CUST065559,FRAUD_ALERT,OPEN
COMP005256,CUST071346,CARD_ISSUE,CLOSED
COMP005257,CUST079756,CARD_ISSUE,CLOSED
COMP005258,CUST008865,FRAUD_ALERT,CLOSED
COMP005259,CUST077167,UPI_ISSUE,OPEN
COMP005260,CUST032004,UPI_ISSUE,OPEN
COMP005261,CUST094012,UPI_ISSUE,CLOSED
COMP005262,CUST027759,FRAUD_ALERT,OPEN
COMP005263,CUST016681,UPI_ISSUE,OPEN
COMP005264,CUST086714,CARD_ISSUE,CLOSED
COMP005265,CUST060465,LOAN_ISSUE,CLOSED
COMP005266,CUST091201,LOAN_ISSUE,OPEN
COMP005267,CUST041023,FRAUD_ALERT,OPEN
COMP005268,CUST026260,CARD_ISSUE,CLOSED
COMP005269,CUST023788,CARD_ISSUE,OPEN
COMP005270,CUST094674,UPI_ISSUE,OPEN
COMP005271,CUST086862,LOAN_ISSUE,OPEN
COMP005272,CUST028771,CARD_ISSUE,CLOSED
COMP005273,CUST037262,FRAUD_ALERT,OPEN
COMP005274,CUST085490,LOAN_ISSUE,CLOSED
COMP005275,CUST023825,CARD_ISSUE,OPEN
COMP005276,CUST013762,FRAUD_ALERT,CLOSED
COMP005277,CUST098561,UPI_ISSUE,OPEN
COMP005278,CUST010649,UPI_ISSUE,OPEN
COMP005279,CUST097096,CARD_ISSUE,CLOSED
COMP005280,CUST006756,CARD_ISSUE,OPEN
COMP005281,CUST002828,UPI_ISSUE,CLOSED
COMP005282,CUST091853,UPI_ISSUE,OPEN
COMP005283,CUST079740,FRAUD_ALERT,CLOSED
COMP005284,CUST080591,FRAUD_ALERT,OPEN
COMP005285,CUST093734,LOAN_ISSUE,CLOSED
COMP005286,CUST057952,UPI_ISSUE,CLOSED
COMP005287,CUST008862,LOAN_ISSUE,OPEN
COMP005288,CUST051390,CARD_ISSUE,CLOSED
COMP005289,CUST046526,CARD_ISSUE,CLOSED
COMP005290,CUST031576,CARD_ISSUE,OPEN
COMP005291,CUST070140,LOAN_ISSUE,CLOSED
COMP005292,CUST095880,LOAN_ISSUE,OPEN
COMP005293,CUST049165,UPI_ISSUE,CLOSED
COMP005294,CUST090310,LOAN_ISSUE,CLOSED
COMP005295,CUST099797,UPI_ISSUE,OPEN
COMP005296,CUST055322,LOAN_ISSUE,CLOSED
COMP005297,CUST085819,CARD_ISSUE,OPEN
COMP005298,CUST027256,UPI_ISSUE,OPEN
COMP005299,CUST055202,FRAUD_ALERT,OPEN
COMP005300,CUST020021,UPI_ISSUE,CLOSED
COMP005301,CUST015256,CARD_ISSUE,CLOSED
COMP005302,CUST083986,CARD_ISSUE,CLOSED
COMP005303,CUST025981,LOAN_ISSUE,CLOSED
COMP005304,CUST069889,LOAN_ISSUE,CLOSED
COMP005305,CUST015692,LOAN_ISSUE,OPEN
COMP005306,CUST089833,LOAN_ISSUE,CLOSED
COMP005307,CUST083953,LOAN_ISSUE,OPEN
COMP005308,CUST094866,CARD_ISSUE,OPEN
COMP005309,CUST068801,LOAN_ISSUE,OPEN
COMP005310,CUST028964,FRAUD_ALERT,OPEN
COMP005311,CUST067264,FRAUD_ALERT,CLOSED
COMP005312,CUST097195,LOAN_ISSUE,OPEN
COMP005313,CUST062556,LOAN_ISSUE,CLOSED
COMP005314,CUST012802,FRAUD_ALERT,CLOSED
COMP005315,CUST028116,LOAN_ISSUE,OPEN
COMP005316,CUST051115,LOAN_ISSUE,OPEN
COMP005317,CUST025311,UPI_ISSUE,OPEN
COMP005318,CUST097413,LOAN_ISSUE,OPEN
COMP005319,CUST034573,CARD_ISSUE,OPEN
COMP005320,CUST035694,FRAUD_ALERT,OPEN
COMP005321,CUST072793,UPI_ISSUE,OPEN
COMP005322,CUST014016,UPI_ISSUE,CLOSED
COMP005323,CUST017390,UPI_ISSUE,OPEN
COMP005324,CUST065622,FRAUD_ALERT,CLOSED
COMP005325,CUST056239,CARD_ISSUE,CLOSED
COMP005326,CUST063591,CARD_ISSUE,CLOSED
COMP005327,CUST075189,CARD_ISSUE,CLOSED
COMP005328,CUST016817,LOAN_ISSUE,OPEN
COMP005329,CUST064941,UPI_ISSUE,CLOSED
COMP005330,CUST097439,CARD_ISSUE,OPEN
COMP005331,CUST097894,UPI_ISSUE,OPEN
COMP005332,CUST006251,LOAN_ISSUE,OPEN
COMP005333,CUST065228,UPI_ISSUE,CLOSED
COMP005334,CUST041124,LOAN_ISSUE,OPEN
COMP005335,CUST084705,CARD_ISSUE,OPEN
COMP005336,CUST087882,CARD_ISSUE,OPEN
COMP005337,CUST053150,UPI_ISSUE,CLOSED
COMP005338,CUST021764,UPI_ISSUE,CLOSED
COMP005339,CUST059366,UPI_ISSUE,CLOSED
COMP005340,CUST067462,UPI_ISSUE,CLOSED
COMP005341,CUST096547,LOAN_ISSUE,OPEN
COMP005342,CUST047674,CARD_ISSUE,OPEN
COMP005343,CUST087843,FRAUD_ALERT,CLOSED
COMP005344,CUST040965,UPI_ISSUE,CLOSED
COMP005345,CUST081004,CARD_ISSUE,OPEN
COMP005346,CUST039456,UPI_ISSUE,OPEN
COMP005347,CUST089774,FRAUD_ALERT,OPEN
COMP005348,CUST060063,CARD_ISSUE,OPEN
COMP005349,CUST001927,FRAUD_ALERT,OPEN
COMP005350,CUST040108,LOAN_ISSUE,CLOSED
COMP005351,CUST061602,FRAUD_ALERT,CLOSED
COMP005352,CUST032361,FRAUD_ALERT,CLOSED
COMP005353,CUST065578,LOAN_ISSUE,CLOSED
COMP005354,CUST095879,FRAUD_ALERT,CLOSED
COMP005355,CUST073336,FRAUD_ALERT,CLOSED
COMP005356,CUST027571,UPI_ISSUE,CLOSED
COMP005357,CUST021880,CARD_ISSUE,OPEN
COMP005358,CUST034980,UPI_ISSUE,OPEN
COMP005359,CUST029898,LOAN_ISSUE,CLOSED
COMP005360,CUST060190,LOAN_ISSUE,CLOSED
COMP005361,CUST002107,UPI_ISSUE,OPEN
COMP005362,CUST001805,LOAN_ISSUE,CLOSED
COMP005363,CUST078985,UPI_ISSUE,OPEN
COMP005364,CUST012798,FRAUD_ALERT,OPEN
COMP005365,CUST094778,UPI_ISSUE,OPEN
COMP005366,CUST057415,CARD_ISSUE,OPEN
COMP005367,CUST004909,UPI_ISSUE,OPEN
COMP005368,CUST073468,CARD_ISSUE,OPEN
COMP005369,CUST082181,CARD_ISSUE,CLOSED
COMP005370,CUST091314,UPI_ISSUE,OPEN
COMP005371,CUST043063,LOAN_ISSUE,CLOSED
COMP005372,CUST017446,UPI_ISSUE,OPEN
COMP005373,CUST021777,FRAUD_ALERT,CLOSED
COMP005374,CUST093405,UPI_ISSUE,OPEN
COMP005375,CUST069612,FRAUD_ALERT,OPEN
COMP005376,CUST076685,CARD_ISSUE,OPEN
COMP005377,CUST074625,LOAN_ISSUE,OPEN
COMP005378,CUST030924,UPI_ISSUE,OPEN
COMP005379,CUST091094,LOAN_ISSUE,OPEN
COMP005380,CUST035743,FRAUD_ALERT,CLOSED
COMP005381,CUST094608,FRAUD_ALERT,OPEN
COMP005382,CUST013605,FRAUD_ALERT,OPEN
COMP005383,CUST047523,LOAN_ISSUE,CLOSED
COMP005384,CUST095419,CARD_ISSUE,OPEN
COMP005385,CUST037622,CARD_ISSUE,CLOSED
COMP005386,CUST018286,FRAUD_ALERT,OPEN
COMP005387,CUST078448,LOAN_ISSUE,CLOSED
COMP005388,CUST082774,FRAUD_ALERT,OPEN
COMP005389,CUST082204,UPI_ISSUE,CLOSED
COMP005390,CUST057268,LOAN_ISSUE,OPEN
COMP005391,CUST003951,LOAN_ISSUE,CLOSED
COMP005392,CUST037964,UPI_ISSUE,CLOSED
COMP005393,CUST092515,LOAN_ISSUE,CLOSED
COMP005394,CUST005816,FRAUD_ALERT,OPEN
COMP005395,CUST074737,UPI_ISSUE,CLOSED
COMP005396,CUST088833,FRAUD_ALERT,OPEN
COMP005397,CUST065485,CARD_ISSUE,CLOSED
COMP005398,CUST023205,FRAUD_ALERT,CLOSED
COMP005399,CUST018138,CARD_ISSUE,OPEN
COMP005400,CUST049868,UPI_ISSUE,CLOSED
COMP005401,CUST080198,UPI_ISSUE,CLOSED
COMP005402,CUST045948,CARD_ISSUE,OPEN
COMP005403,CUST001015,LOAN_ISSUE,OPEN
COMP005404,CUST017969,LOAN_ISSUE,OPEN
COMP005405,CUST067804,FRAUD_ALERT,CLOSED
COMP005406,CUST013872,UPI_ISSUE,OPEN
COMP005407,CUST026500,CARD_ISSUE,CLOSED
COMP005408,CUST064802,LOAN_ISSUE,CLOSED
COMP005409,CUST048460,CARD_ISSUE,OPEN
COMP005410,CUST064325,UPI_ISSUE,OPEN
COMP005411,CUST003575,LOAN_ISSUE,CLOSED
COMP005412,CUST002506,UPI_ISSUE,OPEN
COMP005413,CUST081259,CARD_ISSUE,OPEN
COMP005414,CUST027396,CARD_ISSUE,OPEN
COMP005415,CUST060415,UPI_ISSUE,CLOSED
COMP005416,CUST081721,CARD_ISSUE,OPEN
COMP005417,CUST030501,FRAUD_ALERT,OPEN
COMP005418,CUST029176,FRAUD_ALERT,OPEN
COMP005419,CUST081463,UPI_ISSUE,CLOSED
COMP005420,CUST066740,CARD_ISSUE,CLOSED
COMP005421,CUST025542,LOAN_ISSUE,OPEN
COMP005422,CUST018844,UPI_ISSUE,CLOSED
COMP005423,CUST022313,FRAUD_ALERT,CLOSED
COMP005424,CUST068434,UPI_ISSUE,OPEN
COMP005425,CUST006432,UPI_ISSUE,OPEN
COMP005426,CUST003923,LOAN_ISSUE,OPEN
COMP005427,CUST014322,UPI_ISSUE,CLOSED
COMP005428,CUST098678,FRAUD_ALERT,CLOSED
COMP005429,CUST025666,CARD_ISSUE,CLOSED
COMP005430,CUST039250,UPI_ISSUE,CLOSED
COMP005431,CUST084017,UPI_ISSUE,CLOSED
COMP005432,CUST039270,LOAN_ISSUE,OPEN
COMP005433,CUST057010,UPI_ISSUE,OPEN
COMP005434,CUST058710,FRAUD_ALERT,OPEN
COMP005435,CUST045766,CARD_ISSUE,CLOSED
COMP005436,CUST080566,FRAUD_ALERT,OPEN
COMP005437,CUST013147,FRAUD_ALERT,CLOSED
COMP005438,CUST096029,LOAN_ISSUE,OPEN
COMP005439,CUST053251,CARD_ISSUE,CLOSED
COMP005440,CUST072616,CARD_ISSUE,CLOSED
COMP005441,CUST061178,FRAUD_ALERT,CLOSED
COMP005442,CUST091031,UPI_ISSUE,CLOSED
COMP005443,CUST028397,UPI_ISSUE,OPEN
COMP005444,CUST053229,CARD_ISSUE,CLOSED
COMP005445,CUST085877,UPI_ISSUE,CLOSED
COMP005446,CUST066823,UPI_ISSUE,CLOSED
COMP005447,CUST012135,CARD_ISSUE,CLOSED
COMP005448,CUST039789,LOAN_ISSUE,OPEN
COMP005449,CUST045305,FRAUD_ALERT,OPEN
COMP005450,CUST090996,LOAN_ISSUE,OPEN
COMP005451,CUST001087,CARD_ISSUE,CLOSED
COMP005452,CUST058227,FRAUD_ALERT,CLOSED
COMP005453,CUST028873,LOAN_ISSUE,CLOSED
COMP005454,CUST095785,UPI_ISSUE,CLOSED
COMP005455,CUST041593,LOAN_ISSUE,OPEN
COMP005456,CUST031149,CARD_ISSUE,OPEN
COMP005457,CUST052166,LOAN_ISSUE,OPEN
COMP005458,CUST088084,FRAUD_ALERT,OPEN
COMP005459,CUST059270,LOAN_ISSUE,CLOSED
COMP005460,CUST081359,CARD_ISSUE,OPEN
COMP005461,CUST032739,FRAUD_ALERT,OPEN
COMP005462,CUST049580,LOAN_ISSUE,OPEN
COMP005463,CUST074315,UPI_ISSUE,CLOSED
COMP005464,CUST040118,UPI_ISSUE,CLOSED
COMP005465,CUST034181,UPI_ISSUE,OPEN
COMP005466,CUST057968,CARD_ISSUE,OPEN
COMP005467,CUST055160,FRAUD_ALERT,CLOSED
COMP005468,CUST049884,LOAN_ISSUE,CLOSED
COMP005469,CUST068721,FRAUD_ALERT,OPEN
COMP005470,CUST098968,CARD_ISSUE,CLOSED
COMP005471,CUST061870,UPI_ISSUE,CLOSED
COMP005472,CUST089877,CARD_ISSUE,CLOSED
COMP005473,CUST047970,UPI_ISSUE,CLOSED
COMP005474,CUST055338,CARD_ISSUE,CLOSED
COMP005475,CUST031866,FRAUD_ALERT,OPEN
COMP005476,CUST053917,LOAN_ISSUE,CLOSED
COMP005477,CUST020534,LOAN_ISSUE,OPEN
COMP005478,CUST025002,FRAUD_ALERT,CLOSED
COMP005479,CUST096407,UPI_ISSUE,CLOSED
COMP005480,CUST023063,CARD_ISSUE,CLOSED
COMP005481,CUST010197,UPI_ISSUE,CLOSED
COMP005482,CUST032391,LOAN_ISSUE,OPEN
COMP005483,CUST019880,UPI_ISSUE,CLOSED
COMP005484,CUST023106,UPI_ISSUE,OPEN
COMP005485,CUST085463,CARD_ISSUE,OPEN
COMP005486,CUST037851,CARD_ISSUE,CLOSED
COMP005487,CUST037200,FRAUD_ALERT,CLOSED
COMP005488,CUST066262,FRAUD_ALERT,CLOSED
COMP005489,CUST070819,LOAN_ISSUE,OPEN
COMP005490,CUST015183,UPI_ISSUE,CLOSED
COMP005491,CUST034235,LOAN_ISSUE,OPEN
COMP005492,CUST021134,LOAN_ISSUE,CLOSED
COMP005493,CUST053501,UPI_ISSUE,CLOSED
COMP005494,CUST052955,CARD_ISSUE,OPEN
COMP005495,CUST077157,LOAN_ISSUE,OPEN
COMP005496,CUST017285,UPI_ISSUE,CLOSED
COMP005497,CUST075419,LOAN_ISSUE,CLOSED
COMP005498,CUST037056,UPI_ISSUE,CLOSED
COMP005499,CUST069261,CARD_ISSUE,OPEN
COMP005500,CUST045364,FRAUD_ALERT,OPEN
COMP005501,CUST001953,CARD_ISSUE,CLOSED
COMP005502,CUST047279,UPI_ISSUE,OPEN
COMP005503,CUST092767,FRAUD_ALERT,CLOSED
COMP005504,CUST047213,UPI_ISSUE,CLOSED
COMP005505,CUST046104,CARD_ISSUE,CLOSED
COMP005506,CUST007969,LOAN_ISSUE,CLOSED
COMP005507,CUST003103,CARD_ISSUE,CLOSED
COMP005508,CUST045712,LOAN_ISSUE,OPEN
COMP005509,CUST082858,LOAN_ISSUE,OPEN
COMP005510,CUST069017,LOAN_ISSUE,OPEN
COMP005511,CUST021969,LOAN_ISSUE,CLOSED
COMP005512,CUST026551,UPI_ISSUE,CLOSED
COMP005513,CUST016007,LOAN_ISSUE,CLOSED
COMP005514,CUST095513,CARD_ISSUE,OPEN
COMP005515,CUST084759,LOAN_ISSUE,CLOSED
COMP005516,CUST029642,UPI_ISSUE,CLOSED
COMP005517,CUST091103,FRAUD_ALERT,OPEN
COMP005518,CUST047670,LOAN_ISSUE,OPEN
COMP005519,CUST099837,FRAUD_ALERT,CLOSED
COMP005520,CUST028194,FRAUD_ALERT,OPEN
COMP005521,CUST081742,UPI_ISSUE,CLOSED
COMP005522,CUST017148,CARD_ISSUE,CLOSED
COMP005523,CUST019368,CARD_ISSUE,OPEN
COMP005524,CUST012344,FRAUD_ALERT,CLOSED
COMP005525,CUST006885,LOAN_ISSUE,OPEN
COMP005526,CUST001385,FRAUD_ALERT,OPEN
COMP005527,CUST093005,LOAN_ISSUE,OPEN
COMP005528,CUST030130,UPI_ISSUE,OPEN
COMP005529,CUST069703,CARD_ISSUE,OPEN
COMP005530,CUST083698,LOAN_ISSUE,CLOSED
COMP005531,CUST046068,FRAUD_ALERT,OPEN
COMP005532,CUST010245,CARD_ISSUE,CLOSED
COMP005533,CUST006427,FRAUD_ALERT,CLOSED
COMP005534,CUST073434,LOAN_ISSUE,CLOSED
COMP005535,CUST016350,LOAN_ISSUE,CLOSED
COMP005536,CUST040523,CARD_ISSUE,OPEN
COMP005537,CUST066918,UPI_ISSUE,OPEN
COMP005538,CUST041663,LOAN_ISSUE,OPEN
COMP005539,CUST031061,FRAUD_ALERT,OPEN
COMP005540,CUST007205,CARD_ISSUE,OPEN
COMP005541,CUST024584,LOAN_ISSUE,CLOSED
COMP005542,CUST012184,UPI_ISSUE,CLOSED
COMP005543,CUST021876,FRAUD_ALERT,CLOSED
COMP005544,CUST035082,FRAUD_ALERT,OPEN
COMP005545,CUST018129,CARD_ISSUE,CLOSED
COMP005546,CUST087204,LOAN_ISSUE,OPEN
COMP005547,CUST037302,CARD_ISSUE,CLOSED
COMP005548,CUST044046,UPI_ISSUE,OPEN
COMP005549,CUST079701,CARD_ISSUE,OPEN
COMP005550,CUST043596,CARD_ISSUE,OPEN
COMP005551,CUST050190,UPI_ISSUE,CLOSED
COMP005552,CUST074632,CARD_ISSUE,CLOSED
COMP005553,CUST000291,FRAUD_ALERT,CLOSED
COMP005554,CUST008113,CARD_ISSUE,OPEN
COMP005555,CUST035402,LOAN_ISSUE,OPEN
COMP005556,CUST028524,FRAUD_ALERT,CLOSED
COMP005557,CUST069069,FRAUD_ALERT,OPEN
COMP005558,CUST088393,FRAUD_ALERT,OPEN
COMP005559,CUST052046,UPI_ISSUE,CLOSED
COMP005560,CUST009377,CARD_ISSUE,CLOSED
COMP005561,CUST024447,UPI_ISSUE,OPEN
COMP005562,CUST089538,LOAN_ISSUE,CLOSED
COMP005563,CUST043272,UPI_ISSUE,OPEN
COMP005564,CUST051365,UPI_ISSUE,OPEN
COMP005565,CUST039717,FRAUD_ALERT,OPEN
COMP005566,CUST088884,UPI_ISSUE,CLOSED
COMP005567,CUST086304,LOAN_ISSUE,CLOSED
COMP005568,CUST094058,CARD_ISSUE,CLOSED
COMP005569,CUST047565,UPI_ISSUE,CLOSED
COMP005570,CUST090182,LOAN_ISSUE,OPEN
COMP005571,CUST018833,FRAUD_ALERT,CLOSED
COMP005572,CUST057711,UPI_ISSUE,CLOSED
COMP005573,CUST052224,LOAN_ISSUE,OPEN
COMP005574,CUST043521,CARD_ISSUE,OPEN
COMP005575,CUST061690,FRAUD_ALERT,OPEN
COMP005576,CUST009859,FRAUD_ALERT,CLOSED
COMP005577,CUST023395,UPI_ISSUE,CLOSED
COMP005578,CUST017219,FRAUD_ALERT,CLOSED
COMP005579,CUST004096,CARD_ISSUE,OPEN
COMP005580,CUST091234,CARD_ISSUE,OPEN
COMP005581,CUST028001,LOAN_ISSUE,CLOSED
COMP005582,CUST056356,FRAUD_ALERT,CLOSED
COMP005583,CUST051384,FRAUD_ALERT,CLOSED
COMP005584,CUST090264,FRAUD_ALERT,OPEN
COMP005585,CUST070771,UPI_ISSUE,CLOSED
COMP005586,CUST009740,UPI_ISSUE,OPEN
COMP005587,CUST047717,CARD_ISSUE,OPEN
COMP005588,CUST013107,CARD_ISSUE,CLOSED
COMP005589,CUST093785,FRAUD_ALERT,CLOSED
COMP005590,CUST085595,LOAN_ISSUE,OPEN
COMP005591,CUST067841,UPI_ISSUE,CLOSED
COMP005592,CUST017458,CARD_ISSUE,OPEN
COMP005593,CUST013935,UPI_ISSUE,OPEN
COMP005594,CUST062252,UPI_ISSUE,CLOSED
COMP005595,CUST011790,FRAUD_ALERT,OPEN
COMP005596,CUST029896,FRAUD_ALERT,OPEN
COMP005597,CUST040739,UPI_ISSUE,CLOSED
COMP005598,CUST079755,FRAUD_ALERT,CLOSED
COMP005599,CUST020039,UPI_ISSUE,CLOSED
COMP005600,CUST033012,LOAN_ISSUE,OPEN
COMP005601,CUST062023,CARD_ISSUE,OPEN
COMP005602,CUST076932,CARD_ISSUE,CLOSED
COMP005603,CUST052600,LOAN_ISSUE,CLOSED
COMP005604,CUST014703,CARD_ISSUE,OPEN
COMP005605,CUST018786,LOAN_ISSUE,OPEN
COMP005606,CUST043671,UPI_ISSUE,CLOSED
COMP005607,CUST065035,LOAN_ISSUE,OPEN
COMP005608,CUST045940,UPI_ISSUE,CLOSED
COMP005609,CUST007009,CARD_ISSUE,OPEN
COMP005610,CUST097233,UPI_ISSUE,CLOSED
COMP005611,CUST066971,UPI_ISSUE,OPEN
COMP005612,CUST003206,CARD_ISSUE,OPEN
COMP005613,CUST014710,LOAN_ISSUE,OPEN
COMP005614,CUST034401,LOAN_ISSUE,OPEN
COMP005615,CUST059157,CARD_ISSUE,OPEN
COMP005616,CUST069438,CARD_ISSUE,OPEN
COMP005617,CUST092113,CARD_ISSUE,OPEN
COMP005618,CUST005607,CARD_ISSUE,OPEN
COMP005619,CUST043037,CARD_ISSUE,CLOSED
COMP005620,CUST030976,CARD_ISSUE,OPEN
COMP005621,CUST005809,UPI_ISSUE,OPEN
COMP005622,CUST075195,CARD_ISSUE,CLOSED
COMP005623,CUST069804,UPI_ISSUE,OPEN
COMP005624,CUST054054,CARD_ISSUE,CLOSED
COMP005625,CUST011800,LOAN_ISSUE,OPEN
COMP005626,CUST022602,CARD_ISSUE,CLOSED
COMP005627,CUST083668,LOAN_ISSUE,CLOSED
COMP005628,CUST075853,FRAUD_ALERT,CLOSED
COMP005629,CUST082152,FRAUD_ALERT,OPEN
COMP005630,CUST055001,LOAN_ISSUE,CLOSED
COMP005631,CUST035887,CARD_ISSUE,OPEN
COMP005632,CUST012147,FRAUD_ALERT,OPEN
COMP005633,CUST077436,FRAUD_ALERT,OPEN
COMP005634,CUST013550,LOAN_ISSUE,OPEN
COMP005635,CUST061955,FRAUD_ALERT,OPEN
COMP005636,CUST058867,UPI_ISSUE,CLOSED
COMP005637,CUST014286,CARD_ISSUE,CLOSED
COMP005638,CUST082282,FRAUD_ALERT,OPEN
COMP005639,CUST079500,LOAN_ISSUE,OPEN
COMP005640,CUST014365,FRAUD_ALERT,OPEN
COMP005641,CUST030059,FRAUD_ALERT,CLOSED
COMP005642,CUST089500,LOAN_ISSUE,OPEN
COMP005643,CUST053836,LOAN_ISSUE,OPEN
COMP005644,CUST051181,LOAN_ISSUE,CLOSED
COMP005645,CUST005360,LOAN_ISSUE,OPEN
COMP005646,CUST012731,UPI_ISSUE,CLOSED
COMP005647,CUST029580,UPI_ISSUE,OPEN
COMP005648,CUST097020,UPI_ISSUE,OPEN
COMP005649,CUST069287,FRAUD_ALERT,CLOSED
COMP005650,CUST074871,CARD_ISSUE,CLOSED
COMP005651,CUST031541,LOAN_ISSUE,CLOSED
COMP005652,CUST078930,FRAUD_ALERT,OPEN
COMP005653,CUST013598,LOAN_ISSUE,OPEN
COMP005654,CUST020938,UPI_ISSUE,CLOSED
COMP005655,CUST044674,CARD_ISSUE,CLOSED
COMP005656,CUST096641,CARD_ISSUE,CLOSED
COMP005657,CUST026384,CARD_ISSUE,CLOSED
COMP005658,CUST028855,LOAN_ISSUE,OPEN
COMP005659,CUST027808,FRAUD_ALERT,CLOSED
