account_id,customer_id,account_type,balance
ACC015469,CUST006621,SALARY,260994
ACC015470,CUST007710,SALARY,243137
ACC015471,CUST031356,CURRENT,355835
ACC015472,CUST046861,SALARY,93999
ACC015473,CUST080604,CURRENT,145852
ACC015474,CUST009525,SALARY,37038
ACC015475,CUST052910,SALARY,133532
ACC015476,CUST054701,SAVINGS,44854
ACC015477,CUST087365,CURRENT,467454
ACC015478,CUST029285,SALARY,339266
ACC015479,CUST082726,SALARY,158232
ACC015480,CUST095963,SALARY,37678
ACC015481,CUST076621,CURRENT,16344
ACC015482,CUST050114,CURRENT,278985
ACC015483,CUST081274,SAVINGS,425826
ACC015484,CUST078428,SAVINGS,447104
ACC015485,CUST009372,SALARY,388475
ACC015486,CUST085735,SALARY,16794
ACC015487,CUST084243,SAVINGS,312036
ACC015488,CUST040864,CURRENT,31878
ACC015489,CUST097781,SALARY,382316
ACC015490,CUST090654,CURRENT,308671
ACC015491,CUST056350,CURRENT,189823
ACC015492,CUST015781,SALARY,142566
ACC015493,CUST054529,CURRENT,145078
ACC015494,CUST069584,SALARY,475101
ACC015495,CUST024143,SALARY,411056
ACC015496,CUST080048,SALARY,412356
ACC015497,CUST072793,SALARY,411413
ACC015498,CUST082845,SALARY,41100
ACC015499,CUST007855,CURRENT,194652
ACC015500,CUST041649,CURRENT,476919
ACC015501,CUST073949,CURRENT,328633
ACC015502,CUST016985,SAVINGS,386567
ACC015503,CUST072656,CURRENT,80494
ACC015504,CUST096310,CURRENT,422029
ACC015505,CUST040687,SAVINGS,54370
ACC015506,CUST055592,SALARY,413824
ACC015507,CUST094499,CURRENT,305632
ACC015508,CUST029324,SAVINGS,376411
ACC015509,CUST097768,SALARY,152407
ACC015510,CUST032913,CURRENT,394676
ACC015511,CUST094763,SAVINGS,246027
ACC015512,CUST000969,SALARY,240658
ACC015513,CUST031663,CURRENT,142604
ACC015514,CUST093854,CURRENT,106416
ACC015515,CUST061011,CURRENT,347956
ACC015516,CUST070198,SAVINGS,429752
ACC015517,CUST095817,SALARY,237446
ACC015518,CUST077853,SALARY,251933
ACC015519,CUST063709,SAVINGS,425606
ACC015520,CUST085215,CURRENT,160181
ACC015521,CUST093453,SAVINGS,257336
ACC015522,CUST084791,SALARY,59059
ACC015523,CUST054959,CURRENT,454134
ACC015524,CUST033333,SAVINGS,198602
ACC015525,CUST003011,CURRENT,359875
ACC015526,CUST031166,CURRENT,443599
ACC015527,CUST076870,SALARY,154253
ACC015528,CUST023938,SALARY,211568
ACC015529,CUST090242,CURRENT,175732
ACC015530,CUST079292,SALARY,457642
ACC015531,CUST042676,SALARY,25167
ACC015532,CUST022375,SAVINGS,191775
ACC015533,CUST013537,CURRENT,25731
ACC015534,CUST079104,SAVINGS,173967
ACC015535,CUST001370,CURRENT,354633
ACC015536,CUST034431,SAVINGS,45352
ACC015537,CUST073225,SALARY,285296
ACC015538,CUST071160,CURRENT,331322
ACC015539,CUST079622,CURRENT,335857
ACC015540,CUST000849,SAVINGS,348414
ACC015541,CUST089003,SALARY,442811
ACC015542,CUST003669,SAVINGS,65234
ACC015543,CUST014385,CURRENT,297748
ACC015544,CUST059054,CURRENT,117546
ACC015545,CUST047274,SALARY,43530
ACC015546,CUST010849,SAVINGS,261788
ACC015547,CUST097644,SALARY,148497
ACC015548,CUST000590,SALARY,393161
ACC015549,CUST098059,SAVINGS,428256
ACC015550,CUST022348,SAVINGS,335744
ACC015551,CUST088638,SAVINGS,282471
ACC015552,CUST025851,CURRENT,412510
ACC015553,CUST089214,SAVINGS,247339
ACC015554,CUST077491,SAVINGS,213433
ACC015555,CUST066629,SALARY,243831
ACC015556,CUST030681,SALARY,179374
ACC015557,CUST086615,SALARY,248020
ACC015558,CUST074026,SALARY,177331
ACC015559,CUST048875,SAVINGS,65687
ACC015560,CUST090038,SALARY,55142
ACC015561,CUST048636,SAVINGS,162250
ACC015562,CUST016504,SALARY,76892
ACC015563,CUST093203,CURRENT,78930
ACC015564,CUST087834,SAVINGS,16589
ACC015565,CUST048152,SAVINGS,87828
ACC015566,CUST072859,SALARY,240027
ACC015567,CUST008152,CURRENT,390543
ACC015568,CUST067550,SAVINGS,207967
ACC015569,CUST062177,SAVINGS,323096
ACC015570,CUST067281,SALARY,182987
ACC015571,CUST025470,SALARY,202281
ACC015572,CUST071056,SALARY,176671
ACC015573,CUST038422,SALARY,343325
ACC015574,CUST094563,SALARY,306482
ACC015575,CUST035106,SALARY,387710
ACC015576,CUST006899,SALARY,282099
ACC015577,CUST085711,CURRENT,303039
ACC015578,CUST005364,CURRENT,269802
ACC015579,CUST051362,CURRENT,411983
ACC015580,CUST028652,SALARY,270946
ACC015581,CUST042356,CURRENT,287622
ACC015582,CUST054199,SAVINGS,47988
ACC015583,CUST055661,SAVINGS,328944
ACC015584,CUST098801,SAVINGS,112844
ACC015585,CUST098302,SAVINGS,298315
ACC015586,CUST007822,SAVINGS,437146
ACC015587,CUST032909,SAVINGS,241306
ACC015588,CUST005223,SALARY,91954
ACC015589,CUST021768,SAVINGS,32910
ACC015590,CUST034158,CURRENT,147622
ACC015591,CUST093445,SAVINGS,114087
ACC015592,CUST065785,SAVINGS,345273
ACC015593,CUST078932,SALARY,116547
ACC015594,CUST082171,SAVINGS,388552
ACC015595,CUST096046,CURRENT,159376
ACC015596,CUST006966,SALARY,404762
ACC015597,CUST099862,SAVINGS,11968
ACC015598,CUST046507,SAVINGS,270246
ACC015599,CUST005764,SAVINGS,416875
ACC015600,CUST037924,SALARY,122894
ACC015601,CUST025089,SALARY,23874
ACC015602,CUST093568,CURRENT,115528
ACC015603,CUST080513,SALARY,105549
ACC015604,CUST088566,CURRENT,108333
ACC015605,CUST032694,SAVINGS,202595
ACC015606,CUST056266,SAVINGS,484953
ACC015607,CUST050871,SAVINGS,197598
ACC015608,CUST064062,SALARY,284322
ACC015609,CUST051807,CURRENT,188085
ACC015610,CUST020951,SALARY,211756
ACC015611,CUST003690,SALARY,126410
ACC015612,CUST033479,CURRENT,70954
ACC015613,CUST097724,SALARY,342783
ACC015614,CUST047193,SALARY,154159
ACC015615,CUST055573,SAVINGS,245032
ACC015616,CUST002970,SALARY,355443
ACC015617,CUST026694,SAVINGS,318063
ACC015618,CUST012352,CURRENT,453099
ACC015619,CUST025750,SALARY,378436
ACC015620,CUST085964,SALARY,221112
ACC015621,CUST073666,CURRENT,469596
ACC015622,CUST039284,CURRENT,168748
ACC015623,CUST008956,SAVINGS,320503
ACC015624,CUST082371,CURRENT,277310
ACC015625,CUST086621,CURRENT,92223
ACC015626,CUST005191,SALARY,24372
ACC015627,CUST075247,SAVINGS,371460
ACC015628,CUST008276,SALARY,295182
ACC015629,CUST040457,SALARY,271179
ACC015630,CUST045721,CURRENT,111071
ACC015631,CUST069911,CURRENT,37586
ACC015632,CUST091405,CURRENT,59909
ACC015633,CUST017294,CURRENT,188788
ACC015634,CUST087244,CURRENT,102506
ACC015635,CUST005065,SALARY,144709
ACC015636,CUST077651,SAVINGS,228733
ACC015637,CUST026078,SALARY,50375
ACC015638,CUST019658,SAVINGS,207713
ACC015639,CUST033565,SAVINGS,247110
ACC015640,CUST035405,SAVINGS,94718
ACC015641,CUST067850,SAVINGS,151198
ACC015642,CUST067486,SALARY,147508
ACC015643,CUST040222,SAVINGS,2552
ACC015644,CUST017148,SALARY,238741
ACC015645,CUST091666,SALARY,69237
ACC015646,CUST086197,CURRENT,435844
ACC015647,CUST066107,SAVINGS,215525
ACC015648,CUST062683,SAVINGS,444665
ACC015649,CUST013548,SALARY,232859
ACC015650,CUST095820,SALARY,184869
ACC015651,CUST006932,SALARY,185639
ACC015652,CUST023955,SALARY,279051
ACC015653,CUST053171,CURRENT,423187
ACC015654,CUST070567,SAVINGS,86578
ACC015655,CUST090526,SAVINGS,53125
ACC015656,CUST016819,SALARY,33354
ACC015657,CUST046639,SALARY,399710
ACC015658,CUST038835,CURRENT,428886
ACC015659,CUST008294,SALARY,341034
ACC015660,CUST025196,CURRENT,238702
ACC015661,CUST070617,SALARY,157419
ACC015662,CUST062429,CURRENT,348603
ACC015663,CUST055942,SALARY,416591
ACC015664,CUST020971,CURRENT,472255
ACC015665,CUST080649,CURRENT,89309
ACC015666,CUST048244,CURRENT,317996
ACC015667,CUST010434,SALARY,451978
ACC015668,CUST010631,SAVINGS,9250
ACC015669,CUST065128,SALARY,61568
ACC015670,CUST096585,SAVINGS,173593
ACC015671,CUST021565,CURRENT,169582
ACC015672,CUST065754,SAVINGS,178444
ACC015673,CUST019599,CURRENT,275893
ACC015674,CUST058485,CURRENT,263352
ACC015675,CUST023485,CURRENT,391544
ACC015676,CUST095286,CURRENT,48651
ACC015677,CUST055233,SAVINGS,94096
ACC015678,CUST048297,CURRENT,165927
ACC015679,CUST041714,CURRENT,487149
ACC015680,CUST052158,CURRENT,155451
ACC015681,CUST000806,SALARY,204897
ACC015682,CUST089273,SAVINGS,220374
ACC015683,CUST030349,SAVINGS,51896
ACC015684,CUST018539,SALARY,402458
ACC015685,CUST004006,SALARY,485298
ACC015686,CUST077119,SALARY,388119
ACC015687,CUST076966,SAVINGS,230693
ACC015688,CUST015155,SALARY,158274
ACC015689,CUST013330,SAVINGS,401407
ACC015690,CUST098538,SALARY,389344
ACC015691,CUST098492,SAVINGS,460296
ACC015692,CUST011098,SAVINGS,329081
ACC015693,CUST039642,SALARY,342854
ACC015694,CUST066028,SALARY,127782
ACC015695,CUST068785,SALARY,452276
ACC015696,CUST079093,SALARY,277965
ACC015697,CUST075769,SAVINGS,73610
ACC015698,CUST083050,CURRENT,379942
ACC015699,CUST077875,CURRENT,421285
ACC015700,CUST034373,CURRENT,58385
ACC015701,CUST006616,SALARY,208046
ACC015702,CUST007697,SAVINGS,25754
ACC015703,CUST022928,SALARY,203526
ACC015704,CUST082844,SAVINGS,196099
ACC015705,CUST069033,SAVINGS,393465
ACC015706,CUST082136,CURRENT,163196
ACC015707,CUST067021,SALARY,52179
ACC015708,CUST081716,SAVINGS,240316
ACC015709,CUST091927,CURRENT,347021
ACC015710,CUST035570,SAVINGS,16719
ACC015711,CUST054553,SAVINGS,10390
ACC015712,CUST006264,SAVINGS,320336
ACC015713,CUST036958,SAVINGS,459299
ACC015714,CUST024728,SAVINGS,2375
ACC015715,CUST073880,CURRENT,290001
ACC015716,CUST099799,SAVINGS,349552
ACC015717,CUST086795,SALARY,305862
ACC015718,CUST028419,CURRENT,434009
ACC015719,CUST051266,CURRENT,329293
ACC015720,CUST007155,SAVINGS,314453
ACC015721,CUST030012,SALARY,138016
ACC015722,CUST087864,SAVINGS,498785
ACC015723,CUST097478,CURRENT,263615
ACC015724,CUST017893,CURRENT,314137
ACC015725,CUST058737,CURRENT,371244
ACC015726,CUST061089,CURRENT,358454
ACC015727,CUST046642,SALARY,150295
ACC015728,CUST073102,CURRENT,231146
ACC015729,CUST002877,SAVINGS,31931
ACC015730,CUST058082,SAVINGS,218693
ACC015731,CUST064913,SAVINGS,374955
ACC015732,CUST015418,SAVINGS,231261
ACC015733,CUST037202,CURRENT,155066
ACC015734,CUST067879,SALARY,445812
ACC015735,CUST096792,CURRENT,482713
ACC015736,CUST050437,SALARY,342453
ACC015737,CUST045105,SALARY,318285
ACC015738,CUST008189,SAVINGS,372032
ACC015739,CUST090409,SAVINGS,334347
ACC015740,CUST036958,SAVINGS,12874
ACC015741,CUST016287,SAVINGS,216613
ACC015742,CUST070377,SALARY,52176
ACC015743,CUST043661,SAVINGS,408219
ACC015744,CUST009334,SAVINGS,265080
ACC015745,CUST066981,SALARY,425900
ACC015746,CUST032886,CURRENT,117139
ACC015747,CUST009326,CURRENT,89447
ACC015748,CUST072007,CURRENT,450588
ACC015749,CUST070794,SALARY,217077
ACC015750,CUST065205,SAVINGS,449335
ACC015751,CUST087967,CURRENT,476773
ACC015752,CUST073342,SALARY,428371
ACC015753,CUST020465,SALARY,206674
ACC015754,CUST094089,SALARY,89665
ACC015755,CUST090183,SAVINGS,162512
ACC015756,CUST048138,CURRENT,220032
ACC015757,CUST031321,SAVINGS,294679
ACC015758,CUST031859,SAVINGS,472242
ACC015759,CUST025078,CURRENT,169238
ACC015760,CUST019460,SALARY,247518
ACC015761,CUST020159,SALARY,422271
ACC015762,CUST062320,CURRENT,280690
ACC015763,CUST093751,SALARY,375396
ACC015764,CUST012572,SALARY,106883
ACC015765,CUST019651,CURRENT,360496
ACC015766,CUST064960,SAVINGS,332898
ACC015767,CUST057462,SAVINGS,24992
ACC015768,CUST038780,SAVINGS,210478
ACC015769,CUST089843,SALARY,132523
ACC015770,CUST004004,CURRENT,167277
ACC015771,CUST012622,SAVINGS,276640
ACC015772,CUST074826,CURRENT,311635
ACC015773,CUST077032,SALARY,486099
ACC015774,CUST047259,SAVINGS,122055
ACC015775,CUST086245,SAVINGS,166256
ACC015776,CUST074038,SAVINGS,163194
ACC015777,CUST021173,SAVINGS,386975
ACC015778,CUST010161,SALARY,204576
ACC015779,CUST088383,CURRENT,467927
ACC015780,CUST047199,CURRENT,253971
ACC015781,CUST020638,CURRENT,496522
ACC015782,CUST086233,CURRENT,88034
ACC015783,CUST035568,CURRENT,113100
ACC015784,CUST069299,SALARY,48499
ACC015785,CUST033594,SAVINGS,248569
ACC015786,CUST018755,CURRENT,466719
ACC015787,CUST071947,SAVINGS,426133
ACC015788,CUST074570,SAVINGS,458247
ACC015789,CUST016464,SALARY,175394
ACC015790,CUST023084,SAVINGS,27092
ACC015791,CUST056092,CURRENT,154545
ACC015792,CUST013564,SAVINGS,247660
ACC015793,CUST044112,CURRENT,270769
ACC015794,CUST011101,CURRENT,258434
ACC015795,CUST022206,SALARY,304285
ACC015796,CUST060777,SALARY,485871
ACC015797,CUST006792,SAVINGS,251522
ACC015798,CUST014078,SALARY,499674
ACC015799,CUST076090,SALARY,131616
ACC015800,CUST016389,SALARY,97165
ACC015801,CUST082029,SAVINGS,423152
ACC015802,CUST094669,SAVINGS,114277
ACC015803,CUST058835,CURRENT,494452
ACC015804,CUST097767,SALARY,54759
ACC015805,CUST089531,CURRENT,435173
ACC015806,CUST040596,CURRENT,127703
ACC015807,CUST069188,CURRENT,434864
ACC015808,CUST080713,SAVINGS,168345
ACC015809,CUST030918,CURRENT,478576
ACC015810,CUST026579,SAVINGS,162215
ACC015811,CUST028804,CURRENT,385381
ACC015812,CUST094110,SAVINGS,294513
ACC015813,CUST085794,SAVINGS,261528
ACC015814,CUST019472,SAVINGS,288717
ACC015815,CUST036506,SAVINGS,94204
ACC015816,CUST092378,SALARY,119810
ACC015817,CUST075321,SALARY,93789
ACC015818,CUST099748,CURRENT,206859
ACC015819,CUST077903,SAVINGS,344746
ACC015820,CUST083918,SAVINGS,194186
ACC015821,CUST045161,CURRENT,471593
ACC015822,CUST036053,SAVINGS,251356
ACC015823,CUST006088,SALARY,4008
ACC015824,CUST064425,CURRENT,432338
ACC015825,CUST014363,CURRENT,470126
ACC015826,CUST013671,CURRENT,125256
ACC015827,CUST091973,CURRENT,266570
ACC015828,CUST047337,SALARY,221535
ACC015829,CUST032997,SAVINGS,288647
ACC015830,CUST039785,SALARY,341795
ACC015831,CUST050286,CURRENT,215544
ACC015832,CUST058674,CURRENT,355288
ACC015833,CUST016367,SAVINGS,466170
ACC015834,CUST017747,SAVINGS,124867
ACC015835,CUST003796,SALARY,215439
ACC015836,CUST076629,SALARY,69520
ACC015837,CUST006874,SALARY,277176
ACC015838,CUST044930,SALARY,224331
ACC015839,CUST077768,CURRENT,348673
ACC015840,CUST070418,SAVINGS,237600
ACC015841,CUST093565,SALARY,110098
ACC015842,CUST030445,CURRENT,198729
ACC015843,CUST080772,SALARY,131656
ACC015844,CUST051838,SALARY,178622
ACC015845,CUST044327,SALARY,158763
ACC015846,CUST037361,SAVINGS,50334
ACC015847,CUST068496,SAVINGS,376709
ACC015848,CUST043347,CURRENT,211410
ACC015849,CUST017824,CURRENT,449174
ACC015850,CUST005876,SALARY,35417
ACC015851,CUST010759,SALARY,258626
ACC015852,CUST089677,SALARY,335410
ACC015853,CUST043917,SAVINGS,443773
ACC015854,CUST091054,SALARY,41825
ACC015855,CUST071072,SAVINGS,31045
ACC015856,CUST046479,CURRENT,338194
ACC015857,CUST005816,CURRENT,452492
ACC015858,CUST017638,SALARY,190111
ACC015859,CUST044461,SAVINGS,409779
ACC015860,CUST015775,CURRENT,28139
ACC015861,CUST059927,SALARY,303738
ACC015862,CUST080757,CURRENT,88784
ACC015863,CUST021952,SALARY,303309
ACC015864,CUST097974,CURRENT,370667
ACC015865,CUST080799,SALARY,122891
ACC015866,CUST025574,SALARY,214967
ACC015867,CUST057053,SAVINGS,479694
ACC015868,CUST027710,SALARY,305115
ACC015869,CUST035582,SALARY,179386
ACC015870,CUST069880,CURRENT,23741
ACC015871,CUST069319,SALARY,170592
ACC015872,CUST097127,SAVINGS,238369
ACC015873,CUST012108,CURRENT,142595
ACC015874,CUST022913,CURRENT,223095
ACC015875,CUST050241,SALARY,245815
ACC015876,CUST077153,SAVINGS,267614
ACC015877,CUST006282,SALARY,218787
ACC015878,CUST020344,SAVINGS,227094
ACC015879,CUST006684,CURRENT,54403
ACC015880,CUST065108,CURRENT,272728
ACC015881,CUST053642,SALARY,328626
ACC015882,CUST095442,CURRENT,2970
ACC015883,CUST050225,CURRENT,475055
ACC015884,CUST084694,SAVINGS,7450
ACC015885,CUST085254,SALARY,209325
ACC015886,CUST037071,SALARY,164025
ACC015887,CUST096032,CURRENT,222099
ACC015888,CUST022753,CURRENT,296984
ACC015889,CUST030448,SAVINGS,142500
ACC015890,CUST033276,SAVINGS,183325
ACC015891,CUST025737,SAVINGS,308165
ACC015892,CUST004716,CURRENT,397514
ACC015893,CUST068713,SAVINGS,467024
ACC015894,CUST008998,SALARY,27234
ACC015895,CUST044533,SAVINGS,125381
ACC015896,CUST079214,SALARY,160039
ACC015897,CUST021521,SAVINGS,218361
ACC015898,CUST011335,SAVINGS,270079
ACC015899,CUST090162,SAVINGS,176910
ACC015900,CUST079681,SALARY,319677
ACC015901,CUST044318,SALARY,306901
ACC015902,CUST089471,SALARY,300144
ACC015903,CUST062189,CURRENT,336443
ACC015904,CUST040559,SALARY,123300
ACC015905,CUST053849,CURRENT,141853
ACC015906,CUST013905,CURRENT,237164
ACC015907,CUST032054,SALARY,460063
ACC015908,CUST075077,CURRENT,319380
ACC015909,CUST008358,SALARY,44034
ACC015910,CUST049670,SAVINGS,319205
ACC015911,CUST053848,SAVINGS,85157
ACC015912,CUST045204,SAVINGS,157870
ACC015913,CUST020145,SALARY,47979
ACC015914,CUST044615,CURRENT,184809
ACC015915,CUST020172,CURRENT,316773
ACC015916,CUST012003,SAVINGS,100118
ACC015917,CUST047150,SALARY,253983
ACC015918,CUST058372,SALARY,410026
ACC015919,CUST068773,SAVINGS,404519
ACC015920,CUST030698,SAVINGS,350722
ACC015921,CUST078946,SALARY,168177
ACC015922,CUST023582,CURRENT,289489
ACC015923,CUST071196,SALARY,17817
ACC015924,CUST000038,SALARY,498022
ACC015925,CUST006077,SAVINGS,315495
ACC015926,CUST008456,CURRENT,371116
ACC015927,CUST059865,SAVINGS,96104
ACC015928,CUST065121,SAVINGS,184937
ACC015929,CUST073380,CURRENT,307194
ACC015930,CUST075032,SALARY,7752
ACC015931,CUST049556,SAVINGS,6674
ACC015932,CUST082798,CURRENT,293434
ACC015933,CUST082716,SAVINGS,114520
ACC015934,CUST029048,SALARY,39842
ACC015935,CUST078644,SALARY,288605
ACC015936,CUST049184,SAVINGS,153130
ACC015937,CUST001016,SALARY,201188
ACC015938,CUST020263,CURRENT,264709
ACC015939,CUST009261,CURRENT,66443
ACC015940,CUST007929,CURRENT,358782
ACC015941,CUST038831,SALARY,351798
ACC015942,CUST090567,SAVINGS,57646
ACC015943,CUST024034,SAVINGS,326730
ACC015944,CUST094650,SAVINGS,471010
ACC015945,CUST054986,SAVINGS,351158
ACC015946,CUST053120,CURRENT,278379
ACC015947,CUST066985,SALARY,161820
ACC015948,CUST066962,CURRENT,429706
ACC015949,CUST028557,SAVINGS,49106
ACC015950,CUST055937,CURRENT,8065
ACC015951,CUST035711,SALARY,316923
ACC015952,CUST037449,SALARY,110747
ACC015953,CUST055443,SAVINGS,402709
ACC015954,CUST088994,SAVINGS,449734
ACC015955,CUST027138,SALARY,39800
ACC015956,CUST043149,SALARY,488207
ACC015957,CUST067545,SAVINGS,456963
ACC015958,CUST024324,SALARY,10486
ACC015959,CUST097218,CURRENT,183490
ACC015960,CUST003060,SAVINGS,326133
ACC015961,CUST038484,SALARY,441339
ACC015962,CUST026249,SALARY,310601
ACC015963,CUST055663,CURRENT,7780
ACC015964,CUST030071,SALARY,350710
ACC015965,CUST024618,SALARY,431895
ACC015966,CUST045762,SALARY,472474
ACC015967,CUST043094,SALARY,368491
ACC015968,CUST056831,SAVINGS,216974
ACC015969,CUST077397,SAVINGS,170375
ACC015970,CUST074788,SALARY,113313
ACC015971,CUST044330,CURRENT,225648
ACC015972,CUST084710,SAVINGS,445393
ACC015973,CUST070298,SAVINGS,482844
ACC015974,CUST094585,CURRENT,492509
ACC015975,CUST053185,CURRENT,484151
ACC015976,CUST043572,SAVINGS,250599
ACC015977,CUST047436,SALARY,194682
ACC015978,CUST070588,CURRENT,298281
ACC015979,CUST099977,SAVINGS,304556
ACC015980,CUST076219,CURRENT,373441
ACC015981,CUST001412,CURRENT,25957
ACC015982,CUST084968,CURRENT,274682
ACC015983,CUST026129,SAVINGS,453445
ACC015984,CUST032801,SALARY,48014
ACC015985,CUST091538,SALARY,375358
ACC015986,CUST037427,SALARY,157605
ACC015987,CUST010270,SALARY,8229
ACC015988,CUST093105,SALARY,487016
ACC015989,CUST053272,SAVINGS,57654
ACC015990,CUST026022,SALARY,452609
ACC015991,CUST013004,SAVINGS,159436
ACC015992,CUST001079,CURRENT,163830
ACC015993,CUST087486,CURRENT,17701
ACC015994,CUST090933,CURRENT,81526
ACC015995,CUST007347,CURRENT,353637
ACC015996,CUST075664,SAVINGS,95179
ACC015997,CUST099667,SAVINGS,357698
ACC015998,CUST074896,SAVINGS,168094
ACC015999,CUST088375,SAVINGS,2673
ACC016000,CUST034113,SAVINGS,264138
ACC016001,CUST023363,SALARY,278102
ACC016002,CUST019974,SAVINGS,111399
ACC016003,CUST077824,SALARY,32450
ACC016004,CUST041096,CURRENT,255278
ACC016005,CUST087520,CURRENT,141039
ACC016006,CUST053995,CURRENT,206791
ACC016007,CUST038195,CURRENT,224671
ACC016008,CUST007372,SALARY,168433
ACC016009,CUST003265,SAVINGS,459834
ACC016010,CUST008106,SALARY,213950
ACC016011,CUST044990,SAVINGS,389247
ACC016012,CUST012148,CURRENT,130097
ACC016013,CUST026521,SALARY,406751
ACC016014,CUST029137,SAVINGS,40246
ACC016015,CUST072115,CURRENT,15181
ACC016016,CUST077418,SALARY,413787
ACC016017,CUST096197,SAVINGS,116758
ACC016018,CUST040554,SAVINGS,69856
ACC016019,CUST009657,CURRENT,133760
ACC016020,CUST081106,SAVINGS,447064
ACC016021,CUST098746,SALARY,423837
ACC016022,CUST020365,CURRENT,255590
ACC016023,CUST099017,SAVINGS,273214
ACC016024,CUST036596,SALARY,144269
ACC016025,CUST062386,SAVINGS,50848
ACC016026,CUST021221,CURRENT,148303
ACC016027,CUST033852,SALARY,341726
ACC016028,CUST029387,CURRENT,400066
ACC016029,CUST019750,SALARY,446759
ACC016030,CUST078023,SAVINGS,94069
ACC016031,CUST076784,SALARY,160144
ACC016032,CUST025693,CURRENT,36360
ACC016033,CUST054596,SAVINGS,46749
ACC016034,CUST012897,SAVINGS,179148
ACC016035,CUST026718,SAVINGS,343743
ACC016036,CUST081942,SAVINGS,431737
ACC016037,CUST017452,SAVINGS,356903
ACC016038,CUST090090,SAVINGS,173329
ACC016039,CUST012093,SAVINGS,120716
ACC016040,CUST090777,CURRENT,19749
ACC016041,CUST022673,CURRENT,473971
ACC016042,CUST016830,CURRENT,351866
ACC016043,CUST042757,SAVINGS,19007
ACC016044,CUST080173,SAVINGS,369721
ACC016045,CUST042425,SAVINGS,345913
ACC016046,CUST012936,SALARY,412906
ACC016047,CUST080361,SALARY,71130
ACC016048,CUST002045,SALARY,202170
ACC016049,CUST034656,SALARY,192636
ACC016050,CUST075756,CURRENT,223028
ACC016051,CUST063108,CURRENT,494821
ACC016052,CUST064365,CURRENT,438993
ACC016053,CUST019012,SALARY,33159
ACC016054,CUST032756,SALARY,332760
ACC016055,CUST070605,SALARY,147172
ACC016056,CUST064942,CURRENT,71174
ACC016057,CUST083943,SALARY,212085
ACC016058,CUST029998,SALARY,119368
ACC016059,CUST008050,SALARY,426312
ACC016060,CUST047675,CURRENT,171589
ACC016061,CUST013622,SAVINGS,130630
ACC016062,CUST019244,CURRENT,367609
ACC016063,CUST078382,SAVINGS,100143
ACC016064,CUST012373,SAVINGS,285406
ACC016065,CUST040351,SALARY,294074
ACC016066,CUST053429,SALARY,247660
ACC016067,CUST096468,CURRENT,342117
ACC016068,CUST033147,SALARY,403876
ACC016069,CUST086094,SAVINGS,391331
ACC016070,CUST073003,CURRENT,12009
ACC016071,CUST043557,CURRENT,398018
ACC016072,CUST077115,CURRENT,369505
ACC016073,CUST063940,SAVINGS,399709
ACC016074,CUST067761,SALARY,315757
ACC016075,CUST077510,CURRENT,127445
ACC016076,CUST026053,SAVINGS,330786
ACC016077,CUST027396,SALARY,418214
ACC016078,CUST084063,SAVINGS,436080
ACC016079,CUST056023,SAVINGS,123707
ACC016080,CUST015017,SAVINGS,169939
ACC016081,CUST006054,SALARY,189825
ACC016082,CUST052367,SAVINGS,263740
ACC016083,CUST074947,CURRENT,93785
ACC016084,CUST014456,SALARY,157996
ACC016085,CUST090367,SAVINGS,201278
ACC016086,CUST078611,SALARY,260935
ACC016087,CUST016490,SAVINGS,240710
ACC016088,CUST089960,CURRENT,93731
ACC016089,CUST067533,SALARY,304746
ACC016090,CUST094825,CURRENT,244943
ACC016091,CUST089085,CURRENT,22412
ACC016092,CUST015019,CURRENT,58564
ACC016093,CUST081261,SAVINGS,298840
ACC016094,CUST077428,CURRENT,322131
ACC016095,CUST011793,SALARY,412043
ACC016096,CUST008634,SALARY,354071
ACC016097,CUST049339,SAVINGS,125255
ACC016098,CUST014958,CURRENT,35302
ACC016099,CUST002377,CURRENT,28394
ACC016100,CUST065193,SALARY,434844
ACC016101,CUST000903,CURRENT,64722
ACC016102,CUST048705,SALARY,442383
ACC016103,CUST033880,SALARY,284586
ACC016104,CUST028123,CURRENT,464384
ACC016105,CUST074558,SAVINGS,267385
ACC016106,CUST071757,CURRENT,180059
ACC016107,CUST071272,SALARY,100510
ACC016108,CUST018838,SAVINGS,90123
ACC016109,CUST094455,SALARY,193123
ACC016110,CUST016098,SALARY,436078
ACC016111,CUST055543,SALARY,381175
ACC016112,CUST040087,SAVINGS,323825
ACC016113,CUST071765,SAVINGS,108425
ACC016114,CUST025740,SALARY,499246
ACC016115,CUST072000,SAVINGS,409209
ACC016116,CUST079294,SAVINGS,249723
ACC016117,CUST097967,SAVINGS,122858
ACC016118,CUST052487,CURRENT,75979
ACC016119,CUST087677,SAVINGS,255667
ACC016120,CUST003568,CURRENT,302560
ACC016121,CUST050682,CURRENT,451500
ACC016122,CUST048541,CURRENT,387187
ACC016123,CUST019668,SALARY,49658
ACC016124,CUST033242,SALARY,250646
ACC016125,CUST052136,CURRENT,202012
ACC016126,CUST011414,CURRENT,425378
ACC016127,CUST009938,SALARY,463191
ACC016128,CUST072294,SAVINGS,115125
ACC016129,CUST009663,SALARY,205941
ACC016130,CUST059591,CURRENT,90708
ACC016131,CUST063013,SAVINGS,302821
ACC016132,CUST000441,SAVINGS,428103
ACC016133,CUST004785,CURRENT,176818
ACC016134,CUST012579,SAVINGS,182647
